"","x"
"16705","THIS! The knit is lovely <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"16706","This please"
"16707","THIS <U+2764><U+FE0F>"
"16708","THAT"
"16709","That"
"16710","That gets my vote thank you L&S x"
"16711","THAT

Happily liked and shared<ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><U+2B50>Pam Smith"
"16712","THIS"
"16713","This embroidered floral knit"
"16714","That is my choice <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16715","This is lovely"
"16716","This"
"16717","This"
"16718","THIS"
"16719","that <3 xxx"
"16720","THIS"
"16721","That"
"16722","This"
"16723","That"
"16724","This"
"16725","THAT"
"16726","This"
"16727","This"
"16728","THIS to #WINIT"
"16729","THIS THIS THIS THIS THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16730","T hi s x"
"16731","That"
"16732","this"
"16733","THAT"
"16734","I prefer THIS embroidered floral knit"
"16735","THAT floral shirt please.... looks so ditsy <U+2665>"
"16736","Love ""THIS"" GORGEOUS!! <U+2764>"
"16737","THAT  :-)"
"16738","THAT is gorgeous <3 xx"
"16739","This <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"16740","THIS"
"16741","THAT"
"16742","THAT"
"16743","That"
"16744","THIS"
"16745","Would love THIS!!!"
"16746","The Mrs would look fab in THAT"
"16747","THIS <3"
"16748","This"
"16749","This"
"16750","THIS"
"16751","That"
"16752","THIS"
"16753","THAT."
"16754","i love this x"
"16755","Love THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+2764><U+2764>"
"16756","That <U+2764>"
"16757","I love THIS"
"16758","This<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16759","This"
"16760","THIS"
"16761","That"
"16762","That please.  Its stunning.  Fingers crossed"
"16763","This"
"16764","This"
"16765","This"
"16766","THAT floral filled shirt please.  Looks pretty."
"16767","This!"
"16768","Loving that!"
"16769","That"
"16770","This"
"16771","THAT"
"16772","This"
"16773","This"
"16774","THIS"
"16775","This"
"16776","Amazing prize!<U+2764><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> THAT floral-filled shirt, please!"
"16777","This!"
"16778","I preface that shirt thanks"
"16779","This  <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16780","This, please."
"16781","THAT Floral shirt"
"16782","Both lovely but love<U+2764><U+FE0F>this<U+2764><U+FE0F>"
"16783","The floral filled shirt #WINIT"
"16784","#winit wow wonderful giveaway"
"16785","THAT"
"16786","This"
"16787","That"
"16788","This"
"16789","This"
"16790","THIS"
"16791","This"
"16792","THAT"
"16793","that <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"16794","Floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+2764><U+FE0F>"
"16795","THIS"
"16796","Scallops are back?!?!<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>#that"
"16797","I absolutely love that! X"
"16798","Embroidered flower knit"
"16799","This Embroidered Floral Knit <3 Liked and Shared"
"16800","That"
"16801","That"
"16802","This"
"16803","THAT"
"16804","THIS"
"16805","That"
"16806","This"
"16807","This"
"16808","THIS"
"16809","THAT <U+2764>please <U+2705>"
"16810","This- floral knit <3"
"16811","This #winit <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"16812","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16813","Floral Knit so versatile!!"
"16814","THIS is beautifu, perfect spring top"
"16815","THIS knit."
"16816","Love That, fingers crossed x"
"16817","THAT xx"
"16818","This Liked and shared"
"16819","This pls"
"16820","Love THIS jumper..:)"
"16821","This all day long."
"16822","THAT"
"16823","THIS"
"16824","This"
"16825","THIS - such a cute jumper!"
"16826","That"
"16827","This"
"16828","THIS"
"16829","This"
"16830","THIS"
"16831","That"
"16832","THIS - absolutely love this - gorgeous x"
"16833","THAT XX"
"16834","This<ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16835","That, so pretty and very me"
"16836","THIS embroidered floral knit  !!!!!!!! Thank youuu <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16837","Wonders never cease"
"16838","THAT please its gorgeous"
"16839","THIS! The embroidery is lovely."
"16840","That floral filled shirt"
"16841","This"
"16842","THIS"
"16843","THIS"
"16844","THAT"
"16845","This"
"16846","This"
"16847","THAT"
"16848","That"
"16849","This"
"16850","That"
"16851","THIS embroidered jumper"
"16852","Definitely this !"
"16853","THAT"
"16854","I like THAT - the floral filled shirt."
"16855","That is beautiful"
"16856","THIS<ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"16857","That x"
"16858","That, very cute floral filled shirt"
"16859","This"
"16860","That That That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16861","THIS <U+2764>"
"16862","THIS <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"16863","THAT"
"16864","This"
"16865","THIS"
"16866","This"
"16867","THIS"
"16868","This"
"16869","That"
"16870","That"
"16871","THAT"
"16872","That :)  Would be lovely"
"16873","THIS Embroidered floral knit #WINIT"
"16874","This #winit"
"16875","this"
"16876","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16877","That floral filled shirt :)"
"16878","THIS"
"16879","THIS embroidered floral knit for me!"
"16880","The shirt, reminds me that spring is on its way."
"16881","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> gorgeous"
"16882","THIS for my wife if win please."
"16883","This"
"16884","That"
"16885","This :)"
"16886","That Shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16887","That"
"16888","This"
"16889","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"16890","That x"
"16891","#that <3"
"16892","This this this"
"16893","This x"
"16894","THAT please."
"16895","This floral knit, I love an oasis jumper so lush!"
"16896","that"
"16897","THAT"
"16898","That"
"16899","This"
"16900","That"
"16901","THIS"
"16902","That"
"16903","That"
"16904","That"
"16905","This"
"16906","THIS"
"16907","This"
"16908","That floral shirt, adds charm to a working wardrobe"
"16909","THIS <3"
"16910","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"16911","THIS"
"16912","This"
"16913","THAT <3"
"16914","THAT!"
"16915","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16916","THIS knit <U+2764><U+FE0F>"
"16917","THAT floral shirt"
"16918","This!"
"16919","THIS is so pretty."
"16920","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16921","This"
"16922","THIS"
"16923","This :-)"
"16924","That floral filled shirt"
"16925","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"16926","this"
"16927","That <U+2764><U+FE0F>"
"16928","This"
"16929","This for me :)"
"16930","This embroidered floral knit #winit"
"16931","That love it"
"16932","THIS"
"16933","That"
"16934","That"
"16935","THIS"
"16936","<3 THIS!"
"16937","This"
"16938","Love this and that"
"16939","THAT floral-filled shirt"
"16940","THIS floral knit is super cute! <3"
"16941","This"
"16942","That"
"16943","THAT"
"16944","THIS embroidered floral knit"
"16945","This"
"16946","This"
"16947","This."
"16948","That  please x"
"16949","THAT! Really beautiful xx"
"16950","Love THIS x"
"16951","This, love the shoulder detail :-)"
"16952","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16953","Floral filled shirt <ed><U+00A0><U+00BD><ed><U+00B1><U+009A>"
"16954","THIS :)"
"16955","This please it's fab <U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>#WINIT  please<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16956","That"
"16957","This"
"16958","This !!!!"
"16959","This!"
"16960","that that that :)"
"16961","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"16962","That please."
"16963","THIS"
"16964","THAT shirt"
"16965","This"
"16966","THIS"
"16967","This"
"16968","THAT floral filled shirt"
"16969","This"
"16970","Love THAT shirt x"
"16971","THIS"
"16972","That <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>"
"16973","That"
"16974","This. Great prize, love to win it x"
"16975","This"
"16976","THIS Jumper please"
"16977","That"
"16978","THAT"
"16979","That"
"16980","THIS"
"16981","THIS"
"16982","That"
"16983","THIS"
"16984","this"
"16985","That"
"16986","This - so beautiful, casual yet sophisticated!"
"16987","THIS"
"16988","THIS embroidered floral knit - love it xx"
"16989","THAT"
"16990","This is my favourite. Would love to win it"
"16991","Love the floral knot with a pair of skinny jeans #winit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16992","That! Such a lovely spring pattern! X x x"
"16993","This"
"16994","That"
"16995","Floral THAT filled shirt is so.cute for sunmer <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"16996","This"
"16997","This"
"16998","THIS floral knit please! #WINIT"
"16999","THIS! Love it. Comfy but chic!"
"17000","That!!!! All day long! It's beautiful!"
"17001","This!! Love it! #WINIT"
"17002","This please, would <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it!!"
"17003","This, need some jumpers"
"17004","THAT"
"17005","This"
"17006","This..gorgeous top please x"
"17007","This"
"17008","That"
"17009","THAT please so gorgeous!!!"
"17010","This"
"17011","THIS floral knit please #winit"
"17012","THAT floral frilled shirt please Oasis #WINIT <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"17013","THAT is gorgeous :)"
"17014","THIS"
"17015","This embroidered knit!"
"17016","That floral shirt please."
"17017","Love this embroidered knit"
"17018","This!"
"17019","THIS please!"
"17020","Love <ed><U+00A0><U+00BD><ed><U+00B2><U+0097> THAT #WINIT"
"17021","This!"
"17022","That floral filed shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"17023","THAT - it's so pretty"
"17024","This please<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"17025","This #WINIT"
"17026","THIS #winit"
"17027","THIS #WINIT"
"17028","That!"
"17029","THIS Floral Knit <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"17030","That!"
"17031","That"
"17032","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17033","<U+2764><U+FE0F> THAT"
"17034","THIS <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"17035","'THIS' please!"
"17036","That <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"17037","#winit that blouse"
"17038","That ta"
"17039","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17040","THIS <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"17041","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"17042","THAT"
"17043","THIS"
"17044","THAT. Need this blouse for a christening!!"
"17045","This this this this!!"
"17046","THIS"
"17047","This"
"17048","That"
"17049","THAT"
"17050","THIS"
"17051","This"
"17052","This"
"17053","This"
"17054","that"
"17055","This floral knit please!! #WINIT"
"17056","THIS. Love it. <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"17057","THAT floral shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #WINIT"
"17058","This please"
"17059","THIS #WINIT great knitwear"
"17060","THAT floral shirt #WINIT"
"17061","This!"
"17062","THAT floral-filled shirt. #WINIT"
"17063","I love THAT floral-filled shirt!"
"17064","THAT floral-filled shirt - so gorgeous!"
"17065","This x"
"17066","THIS please<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"17067","This please<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"17068","THAT......! Gorgeous for Spring. Love Oasis Fashion!"
"17069","Love THAT, love florals for spring #WINIT <U+2764>"
"17070","that"
"17071","THIS looks great! xx"
"17072","THAT THAT THAT! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17073","Definateld This. Fingers crossed."
"17074","That"
"17075","THAT please. Beverley Davies Alan Barrett"
"17076","THIS please 
Stephanie Keill"
"17077","THIS. Look Carol Williams"
"17078","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> KKate EdingtonXx"
"17079","This! Jamie Sutton-Jennings"
"17080","Catherine Jamison"
"17081","Catherine Monks Harpur"
"17082","https://www.facebook.com/groups/170905253045689/"
"17083","I love THIS sporty stripes - so on-trend!!!"
"17084","This!! Oh those skinnies, it would be lovely to have a pair that fit me properly now that I've (3 years later) started to get rid of my baby weight! #winit"
"17085","Has to be This! I've been trying to get fit and healthy so have been living in my gymwear, after I achieve the result then I'll be so happy to wear skinnies and pull them off!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> X"
"17086","That... I have loads of jeans, what i don't have is comfortable trousers that look stylish enough to wear on a long haul flight :)"
"17087","THAT  <3 W<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>W absolutely Love to win this Totally gorgeous Prize  thank you so much for the opportunity Would be so thrilled  to be a winner Fingers crossed :)"
"17088","THIS please... can't beat a new pair of jeans in your wardrobe xxx"
"17089","THIS please! Loving the sleek skinnies! :) <ed><U+00A0><U+00BD><ed><U+00B1><U+0096><U+2764><U+FE0F> :) #WINIT"
"17090","That - purely as my gymwear split last session and I didn't realise I was flashing my knickers <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #winit"
"17091","Love the zips on the  Sleek Skinnies , so def would love to win them please !"
"17092","This plz! Practical as a working mum to 2 never get time to shop<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"17093","This ...( Entered Liking and Sharing. Good Luck Every one. Thank You for the Chance! )...."
"17094","THIS love a good pair of Oasis jeans and the zip on the ankle <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> #winit"
"17095","100% sleek skinnys!! cant beat skinny jeans <3 goes with any top! #WINIT"
"17096","THIS would be fab outfit for my weekend away seeing KOL <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17097","That please, looks fab and would be great dressed up or down."
"17098","THIS still the best outfit any seasons of all time!!!"
"17099","This perfect for mix and match especially if I #WINIT"
"17100","THIS. For my friend who's currently in training for the Great North Run for CHUF & may find she needs new jeans soon!"
"17101","This this this this this all the way! Love a good stripe <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT"
"17102","Def the jeans hands down. Really would love a new pair haven't bought any for years after body changed so much!"
"17103","THAT...getting fed up of skinnies now <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"17104","Would have to be this everything crossed love Oasis clothes"
"17105","That would work perfectly in my mainly activewear wardrobe #winit #oasisfashion"
"17106","THIS pair of skinny jeans, like the trousers but not sure I could pull them off"
"17107","THIS!!! xx liked and shared xx good luck all xx Tara Barker xx"
"17108","THIS! Love the sleek skinnies with the ankle zip. I'd rock these all summer & they're so versatile. Love them!"
"17109","This!!! Would be a lovely post baby present from oasis! Love the blazer and stripes <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17110","This! The stripes remind me of a pair of martial arts trousers I used to have <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"17111","Winit definately that for me........love those sporty pants!!!!"
"17112","This without a doubt never go wrong with skinnies and tshirt love it"
"17113","THIS skinnies! I spend too much time in gym clothes already <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"17114","THIS please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> the sleek skinnies are gorgeous. Would love to #winit"
"17115","This. Oasis skinny jeans are the best fit for me and they last so well, but I am in need of a new pair!"
"17116","Definitely this!! Need a decent pair that don't lose their stretch!"
"17117","THIS. Sleek skinnies r gorgeous. Loving the zips at the side. Would love these. X"
"17118","Both pieces are beautiful.<ed><U+00A0><U+00BD><ed><U+00B2><U+0098> But THIS jeans is a fashion classic and I really want it in my wardrobe <ed><U+00A0><U+00BD><ed><U+00B1><U+0096><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"17119","Love the zips on THIS! Oasis jeans are my favourite! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"17120","THAT - nothing says smart casual like a comfy pair of black trousers! Give me them!"
"17121","This! Sleek skinnies for me. Struggling to find perfect jeans that look good. #winit"
"17122","THAT - so different from anything else I've seen. Love them <U+2764><U+FE0F>"
"17123","THIS Sleek skinnies every time!! Wardrobe essentials! #WINIT"
"17124","This please. Just lost 4 and s half stone and would love some new clothes!"
"17125","This
Liked and Shared
Love to win this great prize
<U+2764> Thanks for the opportunity <U+2764>"
"17126","THAT although I'm not sure either would fit my legs ! lol"
"17127","This! :D Show off the legs I've been working on in the gym!"
"17128","THIS sleek skinnies please!! Would love to #WINIT please :)"
"17129","Skinnies all the way, day or night<ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE>. wear with flowers or stripes, flats or heels . <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"17130","Most defiantly THIS!! Love them. Liked and shared.  <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"17131","Sporty stripes ..for my workouts at the moment 
That thank  you"
"17132","this stripes are good liked and shared great prize would love to win"
"17133","Tough choice, they are both lovely. I'll go with THAT though. So stylish and versatile"
"17134","This this this please 
Would love a bit of this 
Yes please Oasis #WINIT"
"17135","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0093> liked and shared x amazing prize thanks for the chance to win x"
"17136","THIS please... or that's what I think my girlfriend would choose lol."
"17137","Yes please 
<U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>
Fingers crossed 
<ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>
Win win win win 
<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>
Liked and shared publicly
<ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"17138","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> Would love to be your lucky winner!  Thanks for the competition.<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"17139","would have to be THAT.... liked & shared, fab prize, Dora Llewellyn"
"17140","THIS I need some new jeans mine are either too tight or falling down <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B9><U+0088>"
"17141","Definitely this! Love it<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17142","THAT!!! would be amazing to win it for a friend who I know would absolutely love it!!! :D"
"17143","Would have to be THIS for me thank you #winit"
"17144","THIS please Sharing again fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"17145","THIS
I love sleek skinnies <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"17146","THAT for my niece"
"17147","Definitely This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17148","That please liked and shared thanks"
"17149","Has to be THIS x liked shared <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"17150","Definitely THIS. Love the ankle zip <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> #winit"
"17151","This <U+2764>"
"17152","THAT with heels and my Oasis flamingo T-Shirt! #WINIT"
"17153","That for me!"
"17154","The sleek skinnier would win x"
"17155","This... I can't get enough of my skinny jeans"
"17156","THIS!"
"17157","This although stripey trousers nice too x"
"17158","THIS <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"17159","Definitely THIS <U+2764><U+FE0F><U+2764><U+FE0F>"
"17160","This I love thank for the chance"
"17161","THIS please <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"17162","I like the Sleek Skinnies THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"17163","THAT sporty stripes."
"17164","THIS as love stripes!!"
"17165","THIS please <3"
"17166","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
